Body,Mass,Px,Py,Pz,Vx,Vy,Vz,Time
6,400.000000,-6984.746128,-453.816786,0.000000,0.082410,-1.192639,0.000000,380.000000
7,150.000000,7988.490719,424.659774,0.000000,-0.062191,1.116498,0.000000,380.000000
0,100000.000000,0.217658,0.077688,0.000000,0.001082,0.000623,0.000000,390.000000
1,500.000000,1817.584793,846.754252,0.000000,-0.944097,2.032468,0.000000,390.000000
2,750.000000,-2918.622896,-705.561511,0.000000,0.426166,-1.774940,0.000000,390.000000
3,25.000000,3953.146199,614.353426,0.000000,-0.246002,1.562864,0.000000,390.000000
4,300.000000,-4969.655272,-550.445487,0.000000,0.159488,-1.405771,0.000000,390.000000
5,200.000000,5979.327185,502.944358,0.000000,-0.108722,1.286575,0.000000,390.000000
6,400.000000,-6983.922032,-465.743174,0.000000,0.084574,-1.192511,0.000000,390.000000
7,150.000000,7987.868809,435.824751,0.000000,-0.063825,1.116416,0.000000,390.000000
0,100000.000000,0.228479,0.083921,0.000000,0.001103,0.000655,0.000000,400.000000
1,500.000000,1808.143819,867.078935,0.000000,-0.966667,2.021949,0.000000,400.000000
2,750.000000,-2914.361236,-723.310915,0.000000,0.436874,-1.772321,0.000000,400.000000
3,25.000000,3950.686178,629.982069,0.000000,-0.252249,1.561910,0.000000,400.000000
4,300.000000,-4968.060390,-564.503199,0.000000,0.163555,-1.405338,0.000000,400.000000
5,200.000000,5978.239960,515.810108,0.000000,-0.111502,1.286342,0.000000,400.000000
6,400.000000,-6983.076295,-477.668286,0.000000,0.086737,-1.192380,0.000000,400.000000
7,150.000000,7987.230555,446.988914,0.000000,-0.065460,1.116333,0.000000,400.000000
0,100000.000000,0.239513,0.090474,0.000000,0.001124,0.000688,0.000000,410.000000
1,500.000000,1798.477149,887.298427,0.000000,-0.989115,2.011180,0.000000,410.000000
2,750.000000,-2909.992501,-741.034124,0.000000,0.447565,-1.769636,0.000000,410.000000
3,25.000000,3948.163689,645.601166,0.000000,-0.258491,1.560931,0.000000,410.000000
4,300.000000,-4966.424840,-578.556577,0.000000,0.167620,-1.404893,0.000000,410.000000
5,200.000000,5977.124942,528.673529,0.000000,-0.114281,1.286103,0.000000,410.000000
6,400.000000,-6982.208921,-489.592085,0.000000,0.088901,-1.192245,0.000000,410.000000
7,150.000000,7986.575959,458.152243,0.000000,-0.067094,1.116247,0.000000,410.000000
0,100000.000000,0.250755,0.097353,0.000000,0.001144,0.000721,0.000000,420.000000
1,500.000000,1788.586004,907.410227,0.000000,-1.011438,2.000162,0.000000,420.000000
2,750.000000,-2905.516856,-758.730483,0.000000,0.458239,-1.766885,0.000000,420.000000
3,25.000000,3945.578777,661.210473,0.000000,-0.264729,1.559927,0.000000,420.000000
4,300.000000,-4964.748641,-592.605509,0.000000,0.171683,-1.404437,0.000000,420.000000
5,200.000000,5975.982136,541.534560,0.000000,-0.117059,1.285858,0.000000,420.000000
6,400.000000,-6981.319915,-501.514540,0.000000,0.091064,-1.192108,0.000000,420.000000
7,150.000000,7985.905023,469.314717,0.000000,-0.068727,1.116160,0.000000,420.000000
0,100000.000000,0.262200,0.104567,0.000000,0.001164,0.000756,0.000000,430.000000
1,500.000000,1778.471628,927.411848,0.000000,-1.033633,1.988897,0.000000,430.000000
2,750.000000,-2900.934470,-776.399337,0.000000,0.468895,-1.764069,0.000000,430.000000
3,25.000000,3942.931489,676.809745,0.000000,-0.270962,1.558899,0.000000,430.000000
4,300.000000,-4963.031808,-606.649882,0.000000,0.175745,-1.403970,0.000000,430.000000
5,200.000000,5974.811549,554.393141,0.000000,-0.119836,1.285607,0.000000,430.000000
6,400.000000,-6980.409278,-513.435615,0.000000,0.093226,-1.191966,0.000000,430.000000
7,150.000000,7985.217749,480.476313,0.000000,-0.070361,1.116070,0.000000,430.000000
0,100000.000000,0.273843,0.112122,0.000000,0.001184,0.000790,0.000000,440.000000
1,500.000000,1768.135298,947.300815,0.000000,-1.055698,1.977386,0.000000,440.000000
2,750.000000,-2896.245516,-794.040030,0.000000,0.479534,-1.761188,0.000000,440.000000
3,25.000000,3940.221870,692.398737,0.000000,-0.277190,1.557847,0.000000,440.000000
4,300.000000,-4961.274359,-620.689587,0.000000,0.179805,-1.403492,0.000000,440.000000
5,200.000000,5973.613187,567.249212,0.000000,-0.122613,1.285350,0.000000,440.000000
6,400.000000,-6979.477017,-525.355278,0.000000,0.095388,-1.191822,0.000000,440.000000
7,150.000000,7984.514138,491.637011,0.000000,-0.071995,1.115978,0.000000,440.000000
0,100000.000000,0.285678,0.120026,0.000000,0.001202,0.000826,0.000000,450.000000
1,500.000000,1757.578315,967.074671,0.000000,-1.077631,1.965630,0.000000,450.000000
2,750.000000,-2891.450172,-811.651912,0.000000,0.490155,-1.758242,0.000000,450.000000
3,25.000000,3937.449971,707.977205,0.000000,-0.283413,1.556770,0.000000,450.000000
4,300.000000,-4959.476314,-634.724510,0.000000,0.183862,-1.403003,0.000000,450.000000
5,200.000000,5972.387057,580.102715,0.000000,-0.125389,1.285087,0.000000,450.000000
6,400.000000,-6978.523134,-537.273494,0.000000,0.097550,-1.191674,0.000000,450.000000
7,150.000000,7983.794193,502.796789,0.000000,-0.073628,1.115884,0.000000,450.000000
0,100000.000000,0.297701,0.128285,0.000000,0.001220,0.000862,0.000000,460.000000
1,500.000000,1746.802007,986.730973,0.000000,-1.099427,1.953632,0.000000,460.000000
2,750.000000,-2886.548619,-829.234329,0.000000,0.500758,-1.755230,0.000000,460.000000
3,25.000000,3934.615838,723.544905,0.000000,-0.289632,1.555669,0.000000,460.000000
4,300.000000,-4957.637690,-648.754540,0.000000,0.187918,-1.402503,0.000000,460.000000
5,200.000000,5971.133167,592.953588,0.000000,-0.128164,1.284818,0.000000,460.000000
6,400.000000,-6977.547633,-549.190229,0.000000,0.099711,-1.191522,0.000000,460.000000
7,150.000000,7983.057916,513.955625,0.000000,-0.075261,1.115787,0.000000,460.000000
0,100000.000000,0.309906,0.136907,0.000000,0.001238,0.000899,0.000000,470.000000
1,500.000000,1735.807733,1006.267294,0.000000,-1.121086,1.941393,0.000000,470.000000
2,750.000000,-2881.541041,-846.786633,0.000000,0.511341,-1.752154,0.000000,470.000000
3,25.000000,3931.719523,739.101591,0.000000,-0.295845,1.554543,0.000000,470.000000
4,300.000000,-4955.758506,-662.779567,0.000000,0.191972,-1.401991,0.000000,470.000000
5,200.000000,5969.851522,605.801772,0.000000,-0.130939,1.284544,0.000000,470.000000
6,400.000000,-6976.550518,-561.105451,0.000000,0.101872,-1.191367,0.000000,470.000000
7,150.000000,7982.305307,525.113498,0.000000,-0.076894,1.115689,0.000000,470.000000
0,100000.000000,0.322287,0.145898,0.000000,0.001255,0.000937,0.000000,480.000000
1,500.000000,1724.596875,1025.681222,0.000000,-1.142603,1.928914,0.000000,480.000000
2,750.000000,-2876.427628,-864.308173,0.000000,0.521906,-1.749013,0.000000,480.000000
3,25.000000,3928.761075,754.647021,0.000000,-0.302053,1.553393,0.000000,480.000000
4,300.000000,-4953.838781,-676.799477,0.000000,0.196025,-1.401468,0.000000,480.000000
5,200.000000,5968.542130,618.647207,0.000000,-0.133713,1.284263,0.000000,480.000000
6,400.000000,-6975.531794,-573.019124,0.000000,0.104033,-1.191209,0.000000,480.000000
7,150.000000,7981.536370,536.270386,0.000000,-0.078526,1.115588,0.000000,480.000000
0,100000.000000,0.334840,0.155266,0.000000,0.001272,0.000975,0.000000,490.000000
1,500.000000,1713.170844,1044.970362,0.000000,-1.163977,1.916197,0.000000,490.000000
2,750.000000,-2871.208573,-881.798303,0.000000,0.532450,-1.745807,0.000000,490.000000
3,25.000000,3925.740548,770.180950,0.000000,-0.308255,1.552218,0.000000,490.000000
4,300.000000,-4951.878536,-690.814160,0.000000,0.200075,-1.400934,0.000000,490.000000
5,200.000000,5967.204998,631.489834,0.000000,-0.136486,1.283976,0.000000,490.000000
6,400.000000,-6974.491466,-584.931215,0.000000,0.106193,-1.191048,0.000000,490.000000
7,150.000000,7980.751107,547.426269,0.000000,-0.080159,1.115485,0.000000,490.000000
0,100000.000000,0.347558,0.165017,0.000000,0.001288,0.001014,0.000000,500.000000
1,500.000000,1701.531077,1064.132336,0.000000,-1.185204,1.903245,0.000000,500.000000
2,750.000000,-2865.884072,-899.256376,0.000000,0.542975,-1.742537,0.000000,500.000000
3,25.000000,3922.657993,785.703133,0.000000,-0.314453,1.551019,0.000000,500.000000
4,300.000000,-4949.877790,-704.823504,0.000000,0.204123,-1.400389,0.000000,500.000000
5,200.000000,5965.840134,644.329592,0.000000,-0.139259,1.283683,0.000000,500.000000
6,400.000000,-6973.429536,-596.841690,0.000000,0.108353,-1.190883,0.000000,500.000000
7,150.000000,7979.949519,558.581124,0.000000,-0.081791,1.115381,0.000000,500.000000
0,100000.000000,0.360435,0.175157,0.000000,0.001303,0.001054,0.000000,510.000000
1,500.000000,1689.679039,1083.164781,0.000000,-1.206282,1.890057,0.000000,510.000000
2,750.000000,-2860.454326,-916.681746,0.000000,0.553479,-1.739202,0.000000,510.000000
3,25.000000,3919.513464,801.213327,0.000000,-0.320645,1.549796,0.000000,510.000000
4,300.000000,-4947.836563,-718.827396,0.000000,0.208169,-1.399833,0.000000,510.000000
5,200.000000,5964.447545,657.166422,0.000000,-0.142031,1.283384,0.000000,510.000000
6,400.000000,-6972.346010,-608.750516,0.000000,0.110512,-1.190714,0.000000,510.000000
7,150.000000,7979.131608,569.734929,0.000000,-0.083423,1.115274,0.000000,510.000000
0,100000.000000,0.373466,0.185694,0.000000,0.001318,0.001094,0.000000,520.000000
1,500.000000,1677.616218,1102.065354,0.000000,-1.227209,1.876637,0.000000,520.000000
2,750.000000,-2854.919541,-934.073771,0.000000,0.563962,-1.735804,0.000000,520.000000
3,25.000000,3916.307017,816.711288,0.000000,-0.326831,1.548548,0.000000,520.000000
4,300.000000,-4945.754876,-732.825726,0.000000,0.212213,-1.399266,0.000000,520.000000
5,200.000000,5963.027238,670.000263,0.000000,-0.144802,1.283079,0.000000,520.000000
6,400.000000,-6971.240892,-620.657658,0.000000,0.112671,-1.190542,0.000000,520.000000
7,150.000000,7978.297377,580.887665,0.000000,-0.085055,1.115164,0.000000,520.000000
0,100000.000000,0.386645,0.196635,0.000000,0.001332,0.001135,0.000000,530.000000
1,500.000000,1665.344132,1120.831727,0.000000,-1.247981,1.862986,0.000000,530.000000
2,750.000000,-2849.279924,-951.431808,0.000000,0.574424,-1.732341,0.000000,530.000000
3,25.000000,3913.038706,832.196771,0.000000,-0.333012,1.547276,0.000000,530.000000
4,300.000000,-4943.632750,-746.818382,0.000000,0.216254,-1.398687,0.000000,530.000000
5,200.000000,5961.579221,682.831057,0.000000,-0.147572,1.282769,0.000000,530.000000
6,400.000000,-6970.114187,-632.563082,0.000000,0.114829,-1.190367,0.000000,530.000000
7,150.000000,7977.446829,592.039308,0.000000,-0.086686,1.115053,0.000000,530.000000
0,100000.000000,0.399966,0.207984,0.000000,0.001346,0.001177,0.000000,540.000000
1,500.000000,1652.864321,1139.461590,0.000000,-1.268597,1.849106,0.000000,540.000000
2,750.000000,-2843.535688,-968.755216,0.000000,0.584864,-1.728814,0.000000,540.000000
3,25.000000,3909.708589,847.669533,0.000000,-0.339187,1.545980,0.000000,540.000000
4,300.000000,-4941.470207,-760.805251,0.000000,0.220294,-1.398097,0.000000,540.000000
5,200.000000,5960.103503,695.658742,0.000000,-0.150341,1.282452,0.000000,540.000000
6,400.000000,-6968.965899,-644.466755,0.000000,0.116987,-1.190189,0.000000,540.000000
7,150.000000,7976.579964,603.189837,0.000000,-0.088318,1.114939,0.000000,540.000000
0,100000.000000,0.413423,0.219750,0.000000,0.001359,0.001219,0.000000,550.000000
1,500.000000,1640.178355,1157.952653,0.000000,-1.289053,1.834999,0.000000,550.000000
2,750.000000,-2837.687050,-986.043355,0.000000,0.595282,-1.725223,0.000000,550.000000
3,25.000000,3906.316722,863.129331,0.000000,-0.345356,1.544659,0.000000,550.000000
4,300.000000,-4939.267269,-774.786222,0.000000,0.224331,-1.397496,0.000000,550.000000
5,200.000000,5958.600091,708.483260,0.000000,-0.153110,1.282129,0.000000,550.000000
6,400.000000,-6967.796034,-656.368642,0.000000,0.119144,-1.190007,0.000000,550.000000
7,150.000000,7975.696786,614.339232,0.000000,-0.089949,1.114824,0.000000,550.000000
0,100000.000000,0.427008,0.231938,0.000000,0.001371,0.001262,0.000000,560.000000
1,500.000000,1627.287825,1176.302642,0.000000,-1.309347,1.820666,0.000000,560.000000
2,750.000000,-2831.734230,-1003.295589,0.000000,0.605678,-1.721569,0.000000,560.000000
3,25.000000,3902.863165,878.575921,0.000000,-0.351519,1.543314,0.000000,560.000000
4,300.000000,-4937.023957,-788.761183,0.000000,0.228366,-1.396884,0.000000,560.000000
5,200.000000,5957.068993,721.304549,0.000000,-0.155878,1.281800,0.000000,560.000000
6,400.000000,-6966.604595,-668.268711,0.000000,0.121301,-1.189821,0.000000,560.000000
7,150.000000,7974.797297,625.487470,0.000000,-0.091580,1.114706,0.000000,560.000000
0,100000.000000,0.440717,0.244554,0.000000,0.001383,0.001305,0.000000,570.000000
1,500.000000,1614.194350,1194.509303,0.000000,-1.329478,1.806110,0.000000,570.000000
2,750.000000,-2825.677452,-1020.511280,0.000000,0.616051,-1.717851,0.000000,570.000000
3,25.000000,3899.347976,894.009060,0.000000,-0.357676,1.541944,0.000000,570.000000
4,300.000000,-4934.740294,-802.730023,0.000000,0.232399,-1.396261,0.000000,570.000000
5,200.000000,5955.510218,734.122552,0.000000,-0.158644,1.281465,0.000000,570.000000
6,400.000000,-6965.391588,-680.166925,0.000000,0.123457,-1.189633,0.000000,570.000000
7,150.000000,7973.881499,636.634529,0.000000,-0.093210,1.114586,0.000000,570.000000
0,100000.000000,0.454542,0.257605,0.000000,0.001393,0.001349,0.000000,580.000000
1,500.000000,1600.899574,1212.570400,0.000000,-1.349441,1.791332,0.000000,580.000000
2,750.000000,-2819.516944,-1037.689793,0.000000,0.626401,-1.714070,0.000000,580.000000
3,25.000000,3895.771216,909.428503,0.000000,-0.363827,1.540551,0.000000,580.000000
4,300.000000,-4932.416304,-816.692629,0.000000,0.236429,-1.395626,0.000000,580.000000
5,200.000000,5953.923773,746.937207,0.000000,-0.161410,1.281125,0.000000,580.000000
6,400.000000,-6964.157019,-692.063253,0.000000,0.125613,-1.189441,0.000000,580.000000
7,150.000000,7972.949394,647.780389,0.000000,-0.094841,1.114464,0.000000,580.000000
0,100000.000000,0.468477,0.271097,0.000000,0.001404,0.001394,0.000000,590.000000
1,500.000000,1587.405166,1230.483718,0.000000,-1.369235,1.776334,0.000000,590.000000
2,750.000000,-2813.252939,-1054.830495,0.000000,0.636727,-1.710226,0.000000,590.000000
3,25.000000,3892.132945,924.834009,0.000000,-0.369972,1.539133,0.000000,590.000000
4,300.000000,-4930.052009,-830.648890,0.000000,0.240458,-1.394980,0.000000,590.000000
5,200.000000,5952.309668,759.748454,0.000000,-0.164176,1.280778,0.000000,590.000000
6,400.000000,-6962.900891,-703.957659,0.000000,0.127768,-1.189245,0.000000,590.000000
7,150.000000,7972.000986,658.925028,0.000000,-0.096471,1.114340,0.000000,590.000000
0,100000.000000,0.482515,0.285035,0.000000,0.001413,0.001439,0.000000,600.000000
1,500.000000,1573.712817,1248.247060,0.000000,-1.388857,1.761119,0.000000,600.000000
2,750.000000,-2806.885672,-1071.932755,0.000000,0.647029,-1.706319,0.000000,600.000000
3,25.000000,3888.433227,940.225334,0.000000,-0.376110,1.537690,0.000000,600.000000
4,300.000000,-4927.647433,-844.598694,0.000000,0.244483,-1.394323,0.000000,600.000000
5,200.000000,5950.667912,772.556235,0.000000,-0.166940,1.280425,0.000000,600.000000
6,400.000000,-6961.623210,-715.850110,0.000000,0.129923,-1.189046,0.000000,600.000000
7,150.000000,7971.036276,670.068423,0.000000,-0.098101,1.114213,0.000000,600.000000
0,100000.000000,0.496650,0.299427,0.000000,0.001422,0.001485,0.000000,610.000000
1,500.000000,1559.824245,1265.858248,0.000000,-1.408305,1.745688,0.000000,610.000000
2,750.000000,-2800.415382,-1088.995942,0.000000,0.657307,-1.702349,0.000000,610.000000
3,25.000000,3884.672123,955.602236,0.000000,-0.382242,1.536223,0.000000,610.000000
4,300.000000,-4925.202600,-858.541928,0.000000,0.248507,-1.393655,0.000000,610.000000
5,200.000000,5948.998512,785.360488,0.000000,-0.169703,1.280067,0.000000,610.000000
6,400.000000,-6960.323982,-727.740572,0.000000,0.132077,-1.188844,0.000000,610.000000
7,150.000000,7970.055266,681.210555,0.000000,-0.099731,1.114085,0.000000,610.000000
0,100000.000000,0.510875,0.314276,0.000000,0.001431,0.001531,0.000000,620.000000
1,500.000000,1545.741192,1283.315126,0.000000,-1.427577,1.730043,0.000000,620.000000
2,750.000000,-2793.842313,-1106.019427,0.000000,0.667560,-1.698316,0.000000,620.000000
3,25.000000,3880.849698,970.964470,0.000000,-0.388368,1.534733,0.000000,620.000000
4,300.000000,-4922.717535,-872.478482,0.000000,0.252527,-1.392976,0.000000,620.000000
5,200.000000,5947.301478,798.161155,0.000000,-0.172466,1.279702,0.000000,620.000000
6,400.000000,-6959.003212,-739.629010,0.000000,0.134231,-1.188638,0.000000,620.000000
7,150.000000,7969.057960,692.351400,0.000000,-0.101360,1.113954,0.000000,620.000000
0,100000.000000,0.525182,0.329590,0.000000,0.001438,0.001578,0.000000,630.000000
1,500.000000,1531.465423,1300.615558,0.000000,-1.446670,1.714187,0.000000,630.000000
2,750.000000,-2787.166712,-1123.002584,0.000000,0.677788,-1.694220,0.000000,630.000000
3,25.000000,3876.966017,986.311796,0.000000,-0.394487,1.533217,0.000000,630.000000
4,300.000000,-4920.192261,-886.408242,0.000000,0.256546,-1.392286,0.000000,630.000000
5,200.000000,5945.576819,810.958175,0.000000,-0.175227,1.279331,0.000000,630.000000
6,400.000000,-6957.660904,-751.515391,0.000000,0.136384,-1.188429,0.000000,630.000000
7,150.000000,7968.044361,703.490938,0.000000,-0.102989,1.113821,0.000000,630.000000
0,100000.000000,0.539565,0.345373,0.000000,0.001445,0.001626,0.000000,640.000000
1,500.000000,1516.998727,1317.757428,0.000000,-1.465581,1.698121,0.000000,640.000000
2,750.000000,-2780.388831,-1139.944787,0.000000,0.687991,-1.690063,0.000000,640.000000
3,25.000000,3873.021145,1001.643971,0.000000,-0.400600,1.531678,0.000000,640.000000
4,300.000000,-4917.626804,-900.331098,0.000000,0.260561,-1.391584,0.000000,640.000000
5,200.000000,5943.824544,823.751489,0.000000,-0.177988,1.278955,0.000000,640.000000
6,400.000000,-6956.297065,-763.399680,0.000000,0.138536,-1.188216,0.000000,640.000000
7,150.000000,7967.014469,714.629147,0.000000,-0.104618,1.113686,0.000000,640.000000
0,100000.000000,0.554017,0.361632,0.000000,0.001451,0.001674,0.000000,650.000000
1,500.000000,1502.342916,1334.738640,0.000000,-1.484309,1.681848,0.000000,650.000000
2,750.000000,-2773.508925,-1156.845413,0.000000,0.698167,-1.685843,0.000000,650.000000
3,25.000000,3869.015149,1016.960752,0.000000,-0.406705,1.530115,0.000000,650.000000
4,300.000000,-4915.021190,-914.246937,0.000000,0.264575,-1.390871,0.000000,650.000000
5,200.000000,5942.044662,836.541037,0.000000,-0.180748,1.278572,0.000000,650.000000
6,400.000000,-6954.911701,-775.281844,0.000000,0.140689,-1.188000,0.000000,650.000000
7,150.000000,7965.968289,725.766005,0.000000,-0.106247,1.113549,0.000000,650.000000
0,100000.000000,0.568531,0.378371,0.000000,0.001457,0.001723,0.000000,660.000000
1,500.000000,1487.499826,1351.557121,0.000000,-1.502851,1.665370,0.000000,660.000000
2,750.000000,-2766.527251,-1173.703840,0.000000,0.708318,-1.681561,0.000000,660.000000
3,25.000000,3864.948095,1032.261898,0.000000,-0.412804,1.528527,0.000000,660.000000
4,300.000000,-4912.375443,-928.155647,0.000000,0.268585,-1.390147,0.000000,660.000000
5,200.000000,5940.237184,849.326758,0.000000,-0.183507,1.278184,0.000000,660.000000
6,400.000000,-6953.504816,-787.161848,0.000000,0.142840,-1.187781,0.000000,660.000000
7,150.000000,7964.905823,736.901491,0.000000,-0.107875,1.113409,0.000000,660.000000
